id,label,timeset,componentnumber,modularity_class,eccentricity,betweenesscentrality,harmonicclosnesscentrality,closnesscentrality,eigencentrality,pageranks
Walter_Spielmann,Walter_Spielmann,,0,52,8.0,0.0,0.2037868480725622,0.18155619596541786,0.09054691950317166,0.0013801386219083884
Ludwig_Shern,Ludwig_Shern,,0,52,8.0,0.0,0.2037868480725622,0.18155619596541786,0.09054691950317166,0.0013801386219083884
Anton_Tony_Differing,Anton_Tony_Differing,,0,38,8.0,0.01878864421379747,0.246934996220711,0.21905424200278165,0.1727657585809378,0.0021335288396732957
Orgel,Orgel,,0,52,8.0,0.0,0.2037868480725622,0.18155619596541786,0.09054691950317166,0.0013801386219083884
Martin_Levi,Martin_Levi,,0,52,8.0,0.0,0.2037868480725622,0.18155619596541786,0.09054691950317166,0.0013801386219083884
Walter_Weiss,Walter_Weiss,,0,52,8.0,0.0,0.2037868480725622,0.18155619596541786,0.09054691950317166,0.0013801386219083884
Kurt_Wangenheim,Kurt_Wangenheim,,0,52,8.0,0.0,0.2037868480725622,0.18155619596541786,0.09054691950317166,0.0013801386219083884
Henry_Kieve,Henry_Kieve,,0,18,9.0,0.011528353791682289,0.23938145628621882,0.21428571428571427,0.10235981710436617,0.004971801432921709
Leo_Klag,Leo_Klag,,0,18,8.0,0.004138134787235047,0.24487150415721887,0.21951219512195122,0.1361928109186611,0.0020189918325941207
E_Bracken,E_Bracken,,0,18,10.0,0.0,0.18953010833963232,0.1765695067264574,0.021715183691536383,0.001257533750534885
Terry_Eisinger,Terry_Eisinger,,0,4,8.0,7.3556943846173E-4,0.2559826152683302,0.227765726681128,0.24058764697675092,0.0026377360152655396
Leo_Loebenberg,Leo_Loebenberg,,0,28,9.0,0.0,0.2043083900226759,0.1812428078250863,0.09048855032484335,0.0012108837828965057
Gerald_Ascher,Gerald_Ascher,,0,28,9.0,0.0,0.2043083900226759,0.1812428078250863,0.09048855032484335,0.0012108837828965057
Guido_Colm,Guido_Colm,,0,28,9.0,0.0,0.2043083900226759,0.1812428078250863,0.09048855032484335,0.0012108837828965057
Jack_Hahn,Jack_Hahn,,0,28,9.0,0.0,0.2043083900226759,0.1812428078250863,0.09048855032484335,0.0012108837828965057
Erwin_Bamberger,Erwin_Bamberger,,0,28,9.0,0.0,0.2043083900226759,0.1812428078250863,0.09048855032484335,0.0012108837828965057
Thola_Theilhaber,Thola_Theilhaber,,0,29,8.0,0.01019830355151062,0.2556311413454275,0.21694214876033058,0.27959739455077515,0.002956006346765432
Hans_Lindner,Hans_Lindner,,0,28,9.0,0.0,0.2043083900226759,0.1812428078250863,0.09048855032484335,0.0012108837828965057
Rusty_Kester,Rusty_Kester,,0,10,8.0,0.0068449517510225325,0.22470521541950164,0.19861286254728877,0.13316988961224935,0.003931851155353751
Helmut_M_Kallmann,Helmut_M_Kallmann,,0,10,7.0,0.002815940751475646,0.24052154195011388,0.21664374140302614,0.15704290524205528,0.0019821289047017975
Henry_G_Heinz_Wolowicz_Walton,Henry_G_Heinz_Wolowicz_Walton,,0,10,9.0,1.7577395469426315E-5,0.1817649281935,0.16596417281348788,0.04462875928494783,0.0021100710346595368
Henry_Kester,Henry_Kester,,0,10,9.0,0.0,0.17964852607709786,0.16578947368421051,0.02578526848326828,0.0012478335665508866
E_Egon_Kenton,E_Egon_Kenton,,0,17,11.0,0.0,0.1581583407773889,0.14733395696913001,0.011540942295978246,0.0014181452621126445
Fred_Hans_Kaufman,Fred_Hans_Kaufman,,0,38,9.0,0.02463911409926834,0.2096132527084912,0.1837806301050175,0.08515298973973136,0.008552813080399223
John_Kalisch,John_Kalisch,,0,38,10.0,0.0,0.16833963214915612,0.15532544378698224,0.021516299076467984,0.0014509385214383935
